,article_id,question,answer_start,answer,question_id,article
1778,291,Which large body of water does Galicia border?,531,Atlantic Ocean,5727a5a64b864d190016394c,"Galicia (English i/ɡəˈlɪsiə/, /ɡəˈlɪʃə/; Galician: [ɡaˈliθja] ( listen), [ħaˈliθja], or [ħaˈlisja]; Spanish: [ɡaˈliθja]; Galician and Portuguese: Galiza, [ɡaˈliθa] ( listen), [ħaˈliθa] or [ħaˈlisa]) is an autonomous community of Spain and historic nationality under Spanish law. Located in the North-West of the Iberian Peninsula, it comprises the provinces of A Coruña, Lugo, Ourense and Pontevedra, being bordered by Portugal to the south, the Spanish autonomous communities of Castile and León and Asturias to the east, and the Atlantic Ocean to the west and the north. It had a population of 2,765,940 in 2013 and has a total area of 29,574 km2 (11,419 sq mi). Galicia has over 1,660 km (1,030 mi) of coastline, including its offshore islands and islets, among them Cíes Islands, Ons, Sálvora, Cortegada, and—the largest and most populated—A Illa de Arousa."
1779,291,What is its largest island?,854,Arousa,5727a5a64b864d190016394d,"Galicia (English i/ɡəˈlɪsiə/, /ɡəˈlɪʃə/; Galician: [ɡaˈliθja] ( listen), [ħaˈliθja], or [ħaˈlisja]; Spanish: [ɡaˈliθja]; Galician and Portuguese: Galiza, [ɡaˈliθa] ( listen), [ħaˈliθa] or [ħaˈlisa]) is an autonomous community of Spain and historic nationality under Spanish law. Located in the North-West of the Iberian Peninsula, it comprises the provinces of A Coruña, Lugo, Ourense and Pontevedra, being bordered by Portugal to the south, the Spanish autonomous communities of Castile and León and Asturias to the east, and the Atlantic Ocean to the west and the north. It had a population of 2,765,940 in 2013 and has a total area of 29,574 km2 (11,419 sq mi). Galicia has over 1,660 km (1,030 mi) of coastline, including its offshore islands and islets, among them Cíes Islands, Ons, Sálvora, Cortegada, and—the largest and most populated—A Illa de Arousa."
1780,292,"Which old english word does the word ""green"" originate from?",81,grene,5727aa644b864d19001639f4,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1781,292,"Other than ""grass"", what other Germanic root word is similar to green?",142,grow,5727aa644b864d19001639f5,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1782,292,Which season is green most commonly associated with?,242,springtime,5727aa644b864d19001639f6,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1783,292,Which chemical in plants is the largest contributor to the color green?,326,chlorophyll,5727aa644b864d19001639f7,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1784,292,What an is an example of a green mineral?,585,emerald,5727aa644b864d19001639f8,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1785,292,"What, in nature, is most likely to make things green?",326,chlorophyll,5729604faf94a219006aa341,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1786,292,For what do some animals use the color green?,522,camouflage,5729604faf94a219006aa342,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1787,292,What chemical causes emeralds to be green?,624,chromium,5729604faf94a219006aa343,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1788,292,From which Middle English and Anglo-Saxon word is green derived?,81,grene,5729604faf94a219006aa344,"The modern English word green comes from the Middle English and Anglo-Saxon word grene, from the same Germanic root as the words ""grass"" and ""grow"". It is the color of living grass and leaves and as a result is the color most associated with springtime, growth and nature. By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Several minerals have a green color, including the emerald, which is colored green by its chromium content."
1789,293,What was designed to standardize the connection of computer peripherals?,0,USB,5727abedff5b5019007d923e,"USB was designed to standardize the connection of computer peripherals (including keyboards, pointing devices, digital cameras, printers, portable media players, disk drives and network adapters) to personal computers, both to communicate and to supply electric power. It has become commonplace on other devices, such as smartphones, PDAs and video game consoles. USB has effectively replaced a variety of earlier interfaces, such as serial and parallel ports, as well as separate power chargers for portable devices."
1790,293,USB has become what on other devices?,283,commonplace,5727abedff5b5019007d923f,"USB was designed to standardize the connection of computer peripherals (including keyboards, pointing devices, digital cameras, printers, portable media players, disk drives and network adapters) to personal computers, both to communicate and to supply electric power. It has become commonplace on other devices, such as smartphones, PDAs and video game consoles. USB has effectively replaced a variety of earlier interfaces, such as serial and parallel ports, as well as separate power chargers for portable devices."
1791,293,What has USB effectively replaced?,393,a variety of earlier interfaces,5727abedff5b5019007d9240,"USB was designed to standardize the connection of computer peripherals (including keyboards, pointing devices, digital cameras, printers, portable media players, disk drives and network adapters) to personal computers, both to communicate and to supply electric power. It has become commonplace on other devices, such as smartphones, PDAs and video game consoles. USB has effectively replaced a variety of earlier interfaces, such as serial and parallel ports, as well as separate power chargers for portable devices."
1792,294,What was Sichuan referred to as by ancient Chinese sources?,334,Ba-Shu,5727ad322ca10214002d936c,"Throughout its prehistory and early history, the region and its vicinity in the Yangtze region was the cradle of unique local civilizations which can be dated back to at least the 15th century BC and coinciding with the later years of the Shang and Zhou dynasties in North China. Sichuan was referred to in ancient Chinese sources as Ba-Shu (巴蜀), an abbreviation of the kingdoms of Ba and Shu which existed within the Sichuan Basin. Ba included Chongqing and the land in eastern Sichuan along the Yangtze and some tributary streams, while Shu included today's Chengdu, its surrounding plain and adjacent territories in western Sichuan."
1793,294,How far back can civilizations in the Yangtze region be dated?,167,at least the 15th century BC,5727ad322ca10214002d936d,"Throughout its prehistory and early history, the region and its vicinity in the Yangtze region was the cradle of unique local civilizations which can be dated back to at least the 15th century BC and coinciding with the later years of the Shang and Zhou dynasties in North China. Sichuan was referred to in ancient Chinese sources as Ba-Shu (巴蜀), an abbreviation of the kingdoms of Ba and Shu which existed within the Sichuan Basin. Ba included Chongqing and the land in eastern Sichuan along the Yangtze and some tributary streams, while Shu included today's Chengdu, its surrounding plain and adjacent territories in western Sichuan."
1794,294,Where were the kingdoms of Ba and Shu located?,407,within the Sichuan Basin,5727ad322ca10214002d936e,"Throughout its prehistory and early history, the region and its vicinity in the Yangtze region was the cradle of unique local civilizations which can be dated back to at least the 15th century BC and coinciding with the later years of the Shang and Zhou dynasties in North China. Sichuan was referred to in ancient Chinese sources as Ba-Shu (巴蜀), an abbreviation of the kingdoms of Ba and Shu which existed within the Sichuan Basin. Ba included Chongqing and the land in eastern Sichuan along the Yangtze and some tributary streams, while Shu included today's Chengdu, its surrounding plain and adjacent territories in western Sichuan."
1795,294,What land was included in the kingdom of Ba?,445,Chongqing and the land in eastern Sichuan along the Yangtze and some tributary streams,5727ad322ca10214002d936f,"Throughout its prehistory and early history, the region and its vicinity in the Yangtze region was the cradle of unique local civilizations which can be dated back to at least the 15th century BC and coinciding with the later years of the Shang and Zhou dynasties in North China. Sichuan was referred to in ancient Chinese sources as Ba-Shu (巴蜀), an abbreviation of the kingdoms of Ba and Shu which existed within the Sichuan Basin. Ba included Chongqing and the land in eastern Sichuan along the Yangtze and some tributary streams, while Shu included today's Chengdu, its surrounding plain and adjacent territories in western Sichuan."
1796,294,What land was included in the kingdom of Shu?,560,"Chengdu, its surrounding plain and adjacent territories in western Sichuan",5727ad322ca10214002d9370,"Throughout its prehistory and early history, the region and its vicinity in the Yangtze region was the cradle of unique local civilizations which can be dated back to at least the 15th century BC and coinciding with the later years of the Shang and Zhou dynasties in North China. Sichuan was referred to in ancient Chinese sources as Ba-Shu (巴蜀), an abbreviation of the kingdoms of Ba and Shu which existed within the Sichuan Basin. Ba included Chongqing and the land in eastern Sichuan along the Yangtze and some tributary streams, while Shu included today's Chengdu, its surrounding plain and adjacent territories in western Sichuan."
1797,295,What was Unicode published as?,253,The Unicode Standard,5727b28f2ca10214002d942e,"Unicode is a computing industry standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems. Developed in conjunction with the Universal Coded Character Set (UCS) standard and published as The Unicode Standard, the latest version of Unicode contains a repertoire of more than 120,000 characters covering 129 modern and historic scripts, as well as multiple symbol sets. The standard consists of a set of code charts for visual reference, an encoding method and set of standard character encodings, a set of reference data files, and a number of related items, such as character properties, rules for normalization, decomposition, collation, rendering, and bidirectional display order (for the correct display of text containing both right-to-left scripts, such as Arabic and Hebrew, and left-to-right scripts). As of June 2015[update], the most recent version is Unicode 8.0. The standard is maintained by the Unicode Consortium."
1798,295,What was unicode developed in conjunction with?,191,Universal Coded Character Set (UCS),5727b28f2ca10214002d942f,"Unicode is a computing industry standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems. Developed in conjunction with the Universal Coded Character Set (UCS) standard and published as The Unicode Standard, the latest version of Unicode contains a repertoire of more than 120,000 characters covering 129 modern and historic scripts, as well as multiple symbol sets. The standard consists of a set of code charts for visual reference, an encoding method and set of standard character encodings, a set of reference data files, and a number of related items, such as character properties, rules for normalization, decomposition, collation, rendering, and bidirectional display order (for the correct display of text containing both right-to-left scripts, such as Arabic and Hebrew, and left-to-right scripts). As of June 2015[update], the most recent version is Unicode 8.0. The standard is maintained by the Unicode Consortium."
1799,295,What is the most recent version of Unicode?,927,Unicode 8.0,5727b28f2ca10214002d9430,"Unicode is a computing industry standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems. Developed in conjunction with the Universal Coded Character Set (UCS) standard and published as The Unicode Standard, the latest version of Unicode contains a repertoire of more than 120,000 characters covering 129 modern and historic scripts, as well as multiple symbol sets. The standard consists of a set of code charts for visual reference, an encoding method and set of standard character encodings, a set of reference data files, and a number of related items, such as character properties, rules for normalization, decomposition, collation, rendering, and bidirectional display order (for the correct display of text containing both right-to-left scripts, such as Arabic and Hebrew, and left-to-right scripts). As of June 2015[update], the most recent version is Unicode 8.0. The standard is maintained by the Unicode Consortium."
1800,295,Who maintains the Unicode Standard? ,974,Unicode Consortium,5727b28f2ca10214002d9431,"Unicode is a computing industry standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems. Developed in conjunction with the Universal Coded Character Set (UCS) standard and published as The Unicode Standard, the latest version of Unicode contains a repertoire of more than 120,000 characters covering 129 modern and historic scripts, as well as multiple symbol sets. The standard consists of a set of code charts for visual reference, an encoding method and set of standard character encodings, a set of reference data files, and a number of related items, such as character properties, rules for normalization, decomposition, collation, rendering, and bidirectional display order (for the correct display of text containing both right-to-left scripts, such as Arabic and Hebrew, and left-to-right scripts). As of June 2015[update], the most recent version is Unicode 8.0. The standard is maintained by the Unicode Consortium."
1801,295,Unicode contains how many thousands of characters in its repertoire? ,340,"120,000 characters",5727b28f2ca10214002d9432,"Unicode is a computing industry standard for the consistent encoding, representation, and handling of text expressed in most of the world's writing systems. Developed in conjunction with the Universal Coded Character Set (UCS) standard and published as The Unicode Standard, the latest version of Unicode contains a repertoire of more than 120,000 characters covering 129 modern and historic scripts, as well as multiple symbol sets. The standard consists of a set of code charts for visual reference, an encoding method and set of standard character encodings, a set of reference data files, and a number of related items, such as character properties, rules for normalization, decomposition, collation, rendering, and bidirectional display order (for the correct display of text containing both right-to-left scripts, such as Arabic and Hebrew, and left-to-right scripts). As of June 2015[update], the most recent version is Unicode 8.0. The standard is maintained by the Unicode Consortium."
1802,296,What city has the biggest population in Michigan?,0,Detroit,5727b338ff5b5019007d92f0,"Detroit (/dᵻˈtrɔɪt/) is the most populous city in the U.S. state of Michigan, the fourth-largest city in the Midwest and the largest city on the United States–Canada border. It is the seat of Wayne County, the most populous county in the state. Detroit's metropolitan area, known as Metro Detroit, is home to 5.3 million people, making it the fourteenth-most populous metropolitan area in the United States and the second-largest in the Midwestern United States (behind Chicago). It is a major port on the Detroit River, a strait that connects the Great Lakes system to the Saint Lawrence Seaway. The City of Detroit anchors the second-largest economic region in the Midwest, behind Chicago, and the thirteenth-largest in the United States."
1803,296,What is the name of the county that Detroit is a part of?,192,Wayne County,5727b338ff5b5019007d92f1,"Detroit (/dᵻˈtrɔɪt/) is the most populous city in the U.S. state of Michigan, the fourth-largest city in the Midwest and the largest city on the United States–Canada border. It is the seat of Wayne County, the most populous county in the state. Detroit's metropolitan area, known as Metro Detroit, is home to 5.3 million people, making it the fourteenth-most populous metropolitan area in the United States and the second-largest in the Midwestern United States (behind Chicago). It is a major port on the Detroit River, a strait that connects the Great Lakes system to the Saint Lawrence Seaway. The City of Detroit anchors the second-largest economic region in the Midwest, behind Chicago, and the thirteenth-largest in the United States."
1804,296,How many people inhabit metro Detroit?,309,5.3 million,5727b338ff5b5019007d92f2,"Detroit (/dᵻˈtrɔɪt/) is the most populous city in the U.S. state of Michigan, the fourth-largest city in the Midwest and the largest city on the United States–Canada border. It is the seat of Wayne County, the most populous county in the state. Detroit's metropolitan area, known as Metro Detroit, is home to 5.3 million people, making it the fourteenth-most populous metropolitan area in the United States and the second-largest in the Midwestern United States (behind Chicago). It is a major port on the Detroit River, a strait that connects the Great Lakes system to the Saint Lawrence Seaway. The City of Detroit anchors the second-largest economic region in the Midwest, behind Chicago, and the thirteenth-largest in the United States."
1805,296,What is the name of the river that runs through Detroit?,506,Detroit River,5727b338ff5b5019007d92f3,"Detroit (/dᵻˈtrɔɪt/) is the most populous city in the U.S. state of Michigan, the fourth-largest city in the Midwest and the largest city on the United States–Canada border. It is the seat of Wayne County, the most populous county in the state. Detroit's metropolitan area, known as Metro Detroit, is home to 5.3 million people, making it the fourteenth-most populous metropolitan area in the United States and the second-largest in the Midwestern United States (behind Chicago). It is a major port on the Detroit River, a strait that connects the Great Lakes system to the Saint Lawrence Seaway. The City of Detroit anchors the second-largest economic region in the Midwest, behind Chicago, and the thirteenth-largest in the United States."
1806,296,In what region of the country is Detroit located?,667,Midwest,5727b338ff5b5019007d92f4,"Detroit (/dᵻˈtrɔɪt/) is the most populous city in the U.S. state of Michigan, the fourth-largest city in the Midwest and the largest city on the United States–Canada border. It is the seat of Wayne County, the most populous county in the state. Detroit's metropolitan area, known as Metro Detroit, is home to 5.3 million people, making it the fourteenth-most populous metropolitan area in the United States and the second-largest in the Midwestern United States (behind Chicago). It is a major port on the Detroit River, a strait that connects the Great Lakes system to the Saint Lawrence Seaway. The City of Detroit anchors the second-largest economic region in the Midwest, behind Chicago, and the thirteenth-largest in the United States."
1807,297," How does the Cambridge English Dictionary define ""Culture"" in short?",54,the way of life,5727b6064b864d1900163b0a,"Cambridge English Dictionary states that culture is, ""the way of life, especially the general customs and beliefs, of a particular group of people at a particular time."" Terror Management Theory posits that culture is a series of activities and worldviews that provide humans with the illusion of being individuals of value in a world meaning—raising themselves above the merely physical aspects of existence, in order to deny the animal insignificance and death that Homo Sapiens became aware of when they acquired a larger brain."
1808,297,What is the name of this theory that culture is a series of activities and world views?,170,Terror Management Theory,5727b6064b864d1900163b0b,"Cambridge English Dictionary states that culture is, ""the way of life, especially the general customs and beliefs, of a particular group of people at a particular time."" Terror Management Theory posits that culture is a series of activities and worldviews that provide humans with the illusion of being individuals of value in a world meaning—raising themselves above the merely physical aspects of existence, in order to deny the animal insignificance and death that Homo Sapiens became aware of when they acquired a larger brain."
1809,297,What did Homo Sapiens acquire that allowed them to become aware of Culture?,518,larger brain,5727b6064b864d1900163b0c,"Cambridge English Dictionary states that culture is, ""the way of life, especially the general customs and beliefs, of a particular group of people at a particular time."" Terror Management Theory posits that culture is a series of activities and worldviews that provide humans with the illusion of being individuals of value in a world meaning—raising themselves above the merely physical aspects of existence, in order to deny the animal insignificance and death that Homo Sapiens became aware of when they acquired a larger brain."
1810,298,What is the third hottest desert in the world?,0,The Sahara,5727b786ff5b5019007d9346,"The Sahara (Arabic: الصحراء الكبرى‎, aṣ-ṣaḥrāʾ al-kubrā , 'the Greatest Desert') is the largest hot desert in the world. It is the third largest desert after Antarctica and the Arctic. Its surface area of 9,400,000 square kilometres (3,600,000 sq mi)[citation needed]—including the Libyan Desert—is comparable to the respective land areas of China or the United States. The desert comprises much of the land found within North Africa, excluding the fertile coastal region situated against the Mediterranean Sea, the Atlas Mountains of the Maghreb, and the Nile Valley of Egypt and Sudan. The Sahara stretches from the Red Sea in the east and the Mediterranean in the north, to the Atlantic Ocean in the west, where the landscape gradually transitions to a coastal plain. To the south, it is delimited by the Sahel, a belt of semi-arid tropical savanna around the Niger River valley and Sudan Region of Sub-Saharan Africa. The Sahara can be divided into several regions, including the western Sahara, the central Ahaggar Mountains, the Tibesti Mountains, the Aïr Mountains, the Ténéré desert, and the Libyan Desert. Its name is derived from the plural Arabic language word for desert (صحارى ṣaḥārā  [ˈsˤɑħɑːrɑː])."
1811,298,What is the third largest desert in the world?,0,The Sahara,5727ba822ca10214002d94dc,"The Sahara (Arabic: الصحراء الكبرى‎, aṣ-ṣaḥrāʾ al-kubrā , 'the Greatest Desert') is the largest hot desert in the world. It is the third largest desert after Antarctica and the Arctic. Its surface area of 9,400,000 square kilometres (3,600,000 sq mi)[citation needed]—including the Libyan Desert—is comparable to the respective land areas of China or the United States. The desert comprises much of the land found within North Africa, excluding the fertile coastal region situated against the Mediterranean Sea, the Atlas Mountains of the Maghreb, and the Nile Valley of Egypt and Sudan. The Sahara stretches from the Red Sea in the east and the Mediterranean in the north, to the Atlantic Ocean in the west, where the landscape gradually transitions to a coastal plain. To the south, it is delimited by the Sahel, a belt of semi-arid tropical savanna around the Niger River valley and Sudan Region of Sub-Saharan Africa. The Sahara can be divided into several regions, including the western Sahara, the central Ahaggar Mountains, the Tibesti Mountains, the Aïr Mountains, the Ténéré desert, and the Libyan Desert. Its name is derived from the plural Arabic language word for desert (صحارى ṣaḥārā  [ˈsˤɑħɑːrɑː])."
1812,298,What is the surface area of the Sahara Desert?,205,"9,400,000 square kilometres (3,600,000 sq mi)",5727ba822ca10214002d94dd,"The Sahara (Arabic: الصحراء الكبرى‎, aṣ-ṣaḥrāʾ al-kubrā , 'the Greatest Desert') is the largest hot desert in the world. It is the third largest desert after Antarctica and the Arctic. Its surface area of 9,400,000 square kilometres (3,600,000 sq mi)[citation needed]—including the Libyan Desert—is comparable to the respective land areas of China or the United States. The desert comprises much of the land found within North Africa, excluding the fertile coastal region situated against the Mediterranean Sea, the Atlas Mountains of the Maghreb, and the Nile Valley of Egypt and Sudan. The Sahara stretches from the Red Sea in the east and the Mediterranean in the north, to the Atlantic Ocean in the west, where the landscape gradually transitions to a coastal plain. To the south, it is delimited by the Sahel, a belt of semi-arid tropical savanna around the Niger River valley and Sudan Region of Sub-Saharan Africa. The Sahara can be divided into several regions, including the western Sahara, the central Ahaggar Mountains, the Tibesti Mountains, the Aïr Mountains, the Ténéré desert, and the Libyan Desert. Its name is derived from the plural Arabic language word for desert (صحارى ṣaḥārā  [ˈsˤɑħɑːrɑː])."
1813,298,What is the hottest desert in the world?,4,Sahara,5727ba822ca10214002d94de,"The Sahara (Arabic: الصحراء الكبرى‎, aṣ-ṣaḥrāʾ al-kubrā , 'the Greatest Desert') is the largest hot desert in the world. It is the third largest desert after Antarctica and the Arctic. Its surface area of 9,400,000 square kilometres (3,600,000 sq mi)[citation needed]—including the Libyan Desert—is comparable to the respective land areas of China or the United States. The desert comprises much of the land found within North Africa, excluding the fertile coastal region situated against the Mediterranean Sea, the Atlas Mountains of the Maghreb, and the Nile Valley of Egypt and Sudan. The Sahara stretches from the Red Sea in the east and the Mediterranean in the north, to the Atlantic Ocean in the west, where the landscape gradually transitions to a coastal plain. To the south, it is delimited by the Sahel, a belt of semi-arid tropical savanna around the Niger River valley and Sudan Region of Sub-Saharan Africa. The Sahara can be divided into several regions, including the western Sahara, the central Ahaggar Mountains, the Tibesti Mountains, the Aïr Mountains, the Ténéré desert, and the Libyan Desert. Its name is derived from the plural Arabic language word for desert (صحارى ṣaḥārā  [ˈsˤɑħɑːrɑː])."
1814,299,"Which Scottish theologian is first credited with using the phrase ""rule of law""?",432,Samuel Rutherford,5727b808ff5b5019007d9358,"The rule of law is the legal principle that law should govern a nation, as opposed to being governed by arbitrary decisions of individual government officials. It primarily refers to the influence and authority of law within society, particularly as a constraint upon behaviour, including behaviour of government officials. The phrase can be traced back to 16th century Britain, and in the following century the Scottish theologian Samuel Rutherford used the phrase in his argument against the divine right of kings. The rule of law was further popularized in the 19th century by British jurist A. V. Dicey. The concept, if not the phrase, was familiar to ancient philosophers such as Aristotle, who wrote ""Law should govern""."
1815,299,"Which British jurist later made the phrase ""rule of law"" popular in the 1800s?",595,A. V. Dicey,5727b808ff5b5019007d9359,"The rule of law is the legal principle that law should govern a nation, as opposed to being governed by arbitrary decisions of individual government officials. It primarily refers to the influence and authority of law within society, particularly as a constraint upon behaviour, including behaviour of government officials. The phrase can be traced back to 16th century Britain, and in the following century the Scottish theologian Samuel Rutherford used the phrase in his argument against the divine right of kings. The rule of law was further popularized in the 19th century by British jurist A. V. Dicey. The concept, if not the phrase, was familiar to ancient philosophers such as Aristotle, who wrote ""Law should govern""."
1816,299,"What phrase Ariostle also use which is closely related to ""the rule of law""?",707,Law should govern,5727b808ff5b5019007d935a,"The rule of law is the legal principle that law should govern a nation, as opposed to being governed by arbitrary decisions of individual government officials. It primarily refers to the influence and authority of law within society, particularly as a constraint upon behaviour, including behaviour of government officials. The phrase can be traced back to 16th century Britain, and in the following century the Scottish theologian Samuel Rutherford used the phrase in his argument against the divine right of kings. The rule of law was further popularized in the 19th century by British jurist A. V. Dicey. The concept, if not the phrase, was familiar to ancient philosophers such as Aristotle, who wrote ""Law should govern""."
1817,299,Samuel Rutherford used the principle of the rule of law to argue what point?,482,against the divine right of kings,5727b808ff5b5019007d935b,"The rule of law is the legal principle that law should govern a nation, as opposed to being governed by arbitrary decisions of individual government officials. It primarily refers to the influence and authority of law within society, particularly as a constraint upon behaviour, including behaviour of government officials. The phrase can be traced back to 16th century Britain, and in the following century the Scottish theologian Samuel Rutherford used the phrase in his argument against the divine right of kings. The rule of law was further popularized in the 19th century by British jurist A. V. Dicey. The concept, if not the phrase, was familiar to ancient philosophers such as Aristotle, who wrote ""Law should govern""."
1818,299,"According to the rule of law, what should hold the determination for rules in a land? ",44,law,5727b808ff5b5019007d935c,"The rule of law is the legal principle that law should govern a nation, as opposed to being governed by arbitrary decisions of individual government officials. It primarily refers to the influence and authority of law within society, particularly as a constraint upon behaviour, including behaviour of government officials. The phrase can be traced back to 16th century Britain, and in the following century the Scottish theologian Samuel Rutherford used the phrase in his argument against the divine right of kings. The rule of law was further popularized in the 19th century by British jurist A. V. Dicey. The concept, if not the phrase, was familiar to ancient philosophers such as Aristotle, who wrote ""Law should govern""."
1819,300,What is the highest elevation in Tibet?,459,Mount Everest,5727b9224b864d1900163b7a,"Tibet (i/tᵻˈbɛt/; Wylie: Bod, pronounced [pʰø̀ʔ]; Chinese: 西藏; pinyin: Xīzàng) is a region on the Tibetan Plateau in Asia. It is the traditional homeland of the Tibetan people as well as some other ethnic groups such as Monpa, Qiang and Lhoba peoples and is now also inhabited by considerable numbers of Han Chinese and Hui people. Tibet is the highest region on Earth, with an average elevation of 4,900 metres (16,000 ft). The highest elevation in Tibet is Mount Everest, earth's highest mountain rising 8,848 m (29,029 ft) above sea level."
1820,300,Which continent contains Tibet?,117,Asia,5727b9224b864d1900163b7b,"Tibet (i/tᵻˈbɛt/; Wylie: Bod, pronounced [pʰø̀ʔ]; Chinese: 西藏; pinyin: Xīzàng) is a region on the Tibetan Plateau in Asia. It is the traditional homeland of the Tibetan people as well as some other ethnic groups such as Monpa, Qiang and Lhoba peoples and is now also inhabited by considerable numbers of Han Chinese and Hui people. Tibet is the highest region on Earth, with an average elevation of 4,900 metres (16,000 ft). The highest elevation in Tibet is Mount Everest, earth's highest mountain rising 8,848 m (29,029 ft) above sea level."
1821,300,"What is the average elevation of Tibet, in feet?",413,"16,000",5727b9224b864d1900163b7c,"Tibet (i/tᵻˈbɛt/; Wylie: Bod, pronounced [pʰø̀ʔ]; Chinese: 西藏; pinyin: Xīzàng) is a region on the Tibetan Plateau in Asia. It is the traditional homeland of the Tibetan people as well as some other ethnic groups such as Monpa, Qiang and Lhoba peoples and is now also inhabited by considerable numbers of Han Chinese and Hui people. Tibet is the highest region on Earth, with an average elevation of 4,900 metres (16,000 ft). The highest elevation in Tibet is Mount Everest, earth's highest mountain rising 8,848 m (29,029 ft) above sea level."
1822,300,How many feet above sea level does earth's highest mountain rise?,515,"29,029",5727b9224b864d1900163b7d,"Tibet (i/tᵻˈbɛt/; Wylie: Bod, pronounced [pʰø̀ʔ]; Chinese: 西藏; pinyin: Xīzàng) is a region on the Tibetan Plateau in Asia. It is the traditional homeland of the Tibetan people as well as some other ethnic groups such as Monpa, Qiang and Lhoba peoples and is now also inhabited by considerable numbers of Han Chinese and Hui people. Tibet is the highest region on Earth, with an average elevation of 4,900 metres (16,000 ft). The highest elevation in Tibet is Mount Everest, earth's highest mountain rising 8,848 m (29,029 ft) above sea level."
1823,300,"Where is the traditional homeland of Monpa, Qiang, and Lhoba peoples?",0,Tibet,5727b9224b864d1900163b7e,"Tibet (i/tᵻˈbɛt/; Wylie: Bod, pronounced [pʰø̀ʔ]; Chinese: 西藏; pinyin: Xīzàng) is a region on the Tibetan Plateau in Asia. It is the traditional homeland of the Tibetan people as well as some other ethnic groups such as Monpa, Qiang and Lhoba peoples and is now also inhabited by considerable numbers of Han Chinese and Hui people. Tibet is the highest region on Earth, with an average elevation of 4,900 metres (16,000 ft). The highest elevation in Tibet is Mount Everest, earth's highest mountain rising 8,848 m (29,029 ft) above sea level."
